Tm;Player;Age;PER;points;rebounds;assists;steals;blocks
NJN;Steve Goodrich;25;9;5.6;13.8;1;2.9;
TOR;Derrick Dial;26;75;12.6;15.4;2.2;0;
MEM;Elliot Perry;32;57;4.6;23.7;3.3;0;
SEA;Antonio Harvey;31;50;11.3;15.1;1.1;4.8;
TOR;Mamadou N'Diaye;26;77;13.7;0;0;3.2;
MIN;Maurice Evans;23;81;5.1;14.8;0;0;
DET;Brian Cardinal;24;41;8.2;8;1.2;0;
IND;Jamison Brewer;21;70;10.5;30.3;2.4;0;
PHO;Charlie Bell;22;26;5.4;6.7;0;0;
PHI;Tim James;25;40;9.7;4.1;0;1.9;
BOS;Joseph Forte;20;14;8.4;22.2;2.7;0;
ATL;Reggie Slater;31;43;10.8;4.5;1.4;2;
PHI;Matt Geiger;32;92;9.5;0;0;4.2;
ORL;Jeryl Sasser;22;98;10.9;8;4.3;0;
LAC;Eldridge Recasner;34;22;0;23.5;1.7;0;
GSW;Dean Garrett;35;8;17.3;5.1;3.3;2.2;
PHI;Ira Bowman;28;16;2;6.4;3.7;0;
LAL;Joe Crispin;22;36;2;10.8;1.9;0;
DAL;Tariq Abdul-Wahad;27;49;13.9;10.4;4.3;3;
PHO;Daniel Santiago;25;97;16.5;13.6;0;3;
MIL;Greg Foster;33;72;19.3;6.1;0;0;
DAL;Darrick Martin;30;96;2.5;16.9;4.7;0;
MIA;Ernest Brown;22;21;16.7;0;0;3.7;
LAL;Mike Penberthy;27;57;9.2;23.4;8.7;0;
NJN;Reggie Slater;31;71;11.2;0;0;0;
NYK;Larry Robinson;34;30;11.6;0;0;0;
BOS;Randy Brown;33;40;0;46.4;0;13;
DET;Ratko Varda;22;92;9.8;0;0;0;
PHO;Vinny Del Negro;35;30;0;54.3;0;0;
IND;Norm Richardson;22;29;14.1;33.9;0;0;
ATL;Dickey Simpkins;29;58;0;45.5;0;0;
DAL;Charlie Bell;22;15;27.8;0;0;0;
CHH;Eldridge Recasner;34;98;0;0;0;0;
PHI;Allen Iverson;27;43;5.8;25.1;3.4;0.3;
LAL;Kobe Bryant;24;70;9.3;27.2;2.8;1.4;
PHO;Shawn Marion;24;73;13;10.4;2.9;2.1;
CHI;Jalen Rose;30;18;5.8;21.1;1.1;0.5;
MIN;Kevin Garnett;26;12;18.8;25.8;1.8;2.8;
NOH;Jamal Mashburn;30;69;8.7;26.2;1.3;0.4;
HOU;Steve Francis;25;67;8.7;28;2.3;0.9;
PHO;Stephon Marbury;25;98;4.6;36.6;1.7;0.5;
BOS;Antoine Walker;26;100;9.9;23.3;1.9;0.8;
GSW;Antawn Jamison;26;34;9.5;8.6;1.2;0.9;
SAS;Tim Duncan;26;35;19;19.5;0.9;5.2;
CLE;Ricky Davis;23;38;7;26.5;2;0.8;
DAL;Dirk Nowitzki;24;46;14;13.3;1.8;2;
NYK;Allan Houston;31;44;4.4;13.2;0.9;0.2;
PHI;Eric Snow;29;88;5.7;27.6;2.2;0.3;
BOS;Paul Pierce;25;97;10.6;24.2;2.4;1.6;
ATL;Shareef Abdur-Rahim;26;71;12.5;14.7;1.5;0.9;
ATL;Jason Terry;25;10;5.2;34.8;2.2;0.3;
SEA;Rashard Lewis;23;47;9.7;7.9;1.8;0.9;
HOU;Cuttino Mobley;27;38;5.7;12.2;1.7;0.8;
WAS;Michael Jordan;39;7;9.7;21.1;2.2;1;
NJN;Jason Kidd;29;15;9.6;42.2;3.1;0.6;
ORL;Tracy McGrady;23;49;9.5;30;2.2;1.5;
TOR;Morris Peterson;25;80;7;11.1;1.6;0.8;
MEM;Pau Gasol;22;92;13.7;13.6;0.6;3.4;
UTA;Karl Malone;39;3;13;24.4;2.5;0.8;
LAC;Andre Miller;26;78;6.1;31.3;1.8;0.3;
NJN;Richard Jefferson;22;48;10.2;12.1;1.5;1.1;
DET;Ben Wallace;28;76;23.2;6.9;2;5.9;
GSW;Gilbert Arenas;21;25;7.2;30;2.2;0.4;
IND;Jermaine O'Neal;24;36;15.6;10.4;1.2;4.5;
NYK;Latrell Sprewell;32;56;5.9;19.7;1.9;0.6;
MIA;Caron Butler;22;79;8;14.1;2.6;0.9;
LAL;Derek Fisher;28;16;4.8;16.1;1.7;0.4;
DET;Clifford Robinson;36;62;6.7;17.4;1.7;2.3;
SAS;Tony Parker;20;79;4.5;27.9;1.4;0.1;
WAS;Jerry Stackhouse;28;8;5.6;21.7;1.3;0.8;
DEN;Juwan Howard;29;38;12.5;18.1;1.5;0.8;
DAL;Steve Nash;28;18;4.8;36.3;1.6;0.2;
SAC;Doug Christie;32;63;6.8;19.3;3.3;0.9;
NOH;David Wesley;32;46;3.8;16.4;2.2;0.2;
MIL;Sam Cassell;33;79;7.4;29.6;1.7;0.4;
GSW;Jason Richardson;22;73;7.5;15.3;1.7;0.6;
POR;Rasheed Wallace;28;8;12.3;10.2;1.4;2.2;
DAL;Michael Finley;29;80;8.4;12.8;1.5;0.6;
MIA;Brian Grant;30;62;18.3;7.2;1.3;1.4;
DET;Richard Hamilton;24;9;7.1;17;1.3;0.4;
TOR;Alvin Williams;28;1;5.3;27.7;2.2;0.6;
NJN;Kenyon Martin;25;59;13.9;13;2;2;
SAC;Chris Webber;29;59;14.4;24.6;2;2.2;
NOH;P.J. Brown;33;52;15.6;9.2;1.4;2.2;
MIN;Troy Hudson;26;16;4;27;1.2;0.2;
ATL;Glenn Robinson;30;42;10;15.5;1.9;0.7;
ORL;Pat Garrity;26;36;6.8;7.5;1.2;0.6;
NYK;Kurt Thomas;30;74;14.5;11.3;1.7;2.8;
PHO;Amar'e Stoudemire;20;14;15.9;5;1.3;2.5;
SAS;Bruce Bowen;31;9;5.4;6.8;1.4;1.1;
UTA;Matt Harpring;26;50;12.2;9.9;1.5;0.5;
POR;Derek Anderson;28;27;6.2;20.7;1.9;0.5;
LAL;Shaquille O'Neal;30;38;16.5;16.2;0.8;4.5;
ATL;Theo Ratliff;29;64;13.7;4.8;1.2;7.3;
GSW;Troy Murphy;22;29;17.1;6.6;1.3;0.8;
SEA;Brent Barry;31;49;7.1;25;2.5;0.5;
IND;Al Harrington;22;50;11.6;8.8;1.5;1;
LAC;Elton Brand;23;42;16.2;12;1.5;4.6;
SAC;Peja Stojakovic;25;53;8.7;9.4;1.5;0.1;
NOH;Jamaal Magloire;24;3;17.2;5.9;1.1;3.3;
CLE;Zydrunas Ilgauskas;27;40;14.1;10.1;1.2;4.4;
MEM;Jason Williams;27;63;5;41.8;2;0.3;
POR;Bonzi Wells;26;95;9.9;18;2.8;0.6;
SAC;Vlade Divac;34;87;12.9;16.7;1.8;2.9;
MEM;Shane Battier;24;79;8.1;6.8;2.2;2.5;
HOU;Yao Ming;22;52;16.3;10.6;0.7;4.4;
CHI;Donyell Marshall;29;81;16.2;10;2;2.6;
PHI;Aaron McKie;30;39;8.7;18.6;2.9;0.3;
MIL;Tim Thomas;25;32;9.7;7.3;1.6;1.5;
UTA;Calbert Cheaney;31;72;7.3;11.7;1.5;0.4;
ORL;Darrell Armstrong;34;98;7.2;21.7;3;0.4;
BOS;Eric Williams;30;30;9.2;10.4;1.9;0.6;
TOR;Jerome Williams;29;28;15.8;6.7;2.6;0.8;
LAL;Robert Horry;32;67;12.3;14.3;2.1;1.9;
MIN;Rasho Nesterovic;26;49;12.2;7.7;0.9;3.6;
PHI;Keith Van Horn;27;15;13.2;7.2;1.4;1;
DET;Chauncey Billups;26;31;7;23.7;1.5;0.5;
MIA;Malik Allen;24;90;10.6;4.4;0.9;2.6;
IND;Metta World Peace;23;69;8.8;14.9;3.6;1.6;
MIL;Michael Redd;23;87;9.4;8.9;2.3;0.4;
POR;Dale Davis;33;48;14.9;6.4;1.2;2.3;
UTA;John Stockton;40;1;5.4;46.4;3.2;0.5;
IND;Brad Miller;26;42;14.9;14.5;1.5;1.4;
DEN;Nene Hilario;20;37;12.7;12.2;3;2.3;
PHO;Joe Johnson;21;19;6.6;15.1;1.4;0.6;
SAS;Stephen Jackson;24;49;7.4;14.1;3;0.9;
MIN;Anthony Peeler;33;15;6.1;15.8;1.7;0.4;
NYK;Howard Eisley;30;12;4.9;31.4;1.7;0.3;
IND;Jamaal Tinsley;24;9;6.5;38.7;2.9;0.6;
WAS;Christian Laettner;33;82;13.4;17.8;2;1.4;
UTA;Andrei Kirilenko;21;50;11.5;10.6;2.9;6.1;
CLE;Jumaine Jones;23;35;10.3;8.8;1.6;0.7;
LAL;Rick Fox;33;100;8.3;17.7;1.6;0.5;
WAS;Larry Hughes;24;66;8.5;17.5;2.2;0.8;
SEA;Gary Payton;34;51;6.9;41.6;2.4;0.4;
MIL;Anthony Mason;36;22;11.5;14.6;0.8;0.4;
IND;Reggie Miller;37;100;4.6;13.4;1.5;0.1;
MIN;Kendall Gill;34;89;6.8;11.4;2;0.5;
DET;Corliss Williamson;29;82;10.3;10.2;1.2;1;
CLE;Carlos Boozer;21;36;16.6;9.3;1.5;1.7;
DAL;Nick Van Exel;31;74;5.7;24.4;1.1;0.1;
NYK;Clarence Weatherspoon;32;4;17.4;5.1;1.8;1.3;
CLE;Darius Miles;21;13;10.1;14.9;1.7;2.4;
LAC;Corey Maggette;23;31;9.1;11.2;1.4;0.6;
DEN;Junior Harrington;22;75;7.3;23.2;2.1;0.6;
CHI;Trenton Hassell;23;47;7;11.1;1.2;2.2;
CHI;Jamal Crawford;22;36;5.1;28.8;2;0.9;
WAS;Tyronn Lue;25;47;4.4;22.6;1.3;0;
SEA;Predrag Drobnjak;27;69;9.5;7.7;1.3;1.5;
MEM;Lorenzen Wright;27;81;15;6.7;1.3;1.9;
GSW;Erick Dampier;27;14;14.6;4.6;0.7;5.1;
CLE;Milt Palacio;24;74;6.7;20.6;1.8;0.6;
NJN;Lucious Harris;32;51;6.7;13.4;1.4;0.3;
CHI;Jay Williams;21;62;5.5;29.2;2.3;0.6;
NJN;Kerry Kittles;28;83;7.4;15.4;2.7;1.2;
BOS;Walter McCarty;28;20;8.4;9.2;2.1;1.1;
MEM;Wesley Person;31;37;5.6;9.3;1.1;0.7;
SAS;Malik Rose;28;54;15.2;11;1.6;1.4;
ATL;Ira Newble;28;9;8;8.6;1.4;0.9;
WAS;Brendan Haywood;23;93;12.4;2.4;0.9;4.6;
TOR;Voshon Lenard;29;43;6.3;13.6;1.6;0.8;
UTA;Greg Ostertag;29;30;15.8;4.4;0.6;5.9;
POR;Scottie Pippen;37;27;8.8;24.3;3;1;
SEA;Vladimir Radmanovic;22;54;10;8.7;1.8;0.9;
NJN;Jason Collins;24;43;11.1;6.9;1.3;1.7;
TOR;Antonio Davis;34;26;13.1;11.9;0.6;2.3;
ATL;Dion Glover;24;87;8.5;13.1;2;0.6;
HOU;Eddie Griffin;20;72;14;8;1.5;4.2;
NOH;Baron Davis;23;99;5.7;30.5;2.6;0.8;
BOS;Tony Delk;29;92;7;14;2;0.4;
NYK;Othella Harrington;29;94;15.1;5.4;0.3;0.9;
MIN;Wally Szczerbiak;25;35;7.4;12.2;1.3;0.9;
SAC;Mike Bibby;24;9;4.3;24.3;2;0.3;
CHI;Tyson Chandler;20;35;15.5;6.8;1;4.2;
ORL;Mike Miller;22;57;9;13.1;1;0.6;
SEA;Desmond Mason;25;48;10.9;9.3;1.4;0.9;
MIA;Travis Best;30;28;4.7;25.7;1.3;0.3;
PHO;Bo Outlaw;31;24;11.6;9.2;1.5;2.9;
MIA;Eddie Jones;31;23;7.3;18.8;2;1.4;
GSW;Adonal Foyle;27;87;14.6;3.1;1.1;7.6;
SAC;Keon Clark;27;73;13.6;6.5;1.1;5.6;
PHO;Anfernee Hardaway;31;25;8.2;21.5;1.9;1.1;
WAS;Kwame Brown;20;61;14.2;5.6;1.5;3.4;
PHI;Derrick Coleman;35;67;15.2;8;1.6;3.1;
NYK;Shandon Anderson;29;8;8.6;8.3;2.2;0.8;
DAL;Shawn Bradley;30;61;15.1;4.6;1.9;7.3;
MIA;Mike James;27;37;5;25.9;2;0.2;
MIL;Toni Kukoc;34;90;9.1;21.8;2.5;1.3;
ORL;Jacque Vaughn;27;65;4;21.7;2;0.1;
MIL;Ray Allen;27;70;7.6;17.5;1.8;0.5;
BOS;Tony Battie;26;19;14.6;5.2;1;3.8;
LAC;Lamar Odom;23;56;11;19;1.3;1.7;
SAC;Bobby Jackson;29;60;7;17.7;2.1;0.1;
SAS;David Robinson;37;91;17.6;5.9;1.7;4.6;
IND;Ron Mercer;26;66;5.2;11.5;1.5;0.6;
POR;Ruben Patterson;27;100;9.6;10.2;2.4;1.3;
HOU;James Posey;26;4;9.8;10.8;2.5;0.4;
ORL;Shawn Kemp;33;49;15.8;5.5;2.1;1.5;
LAL;Devean George;25;7;10;8.6;1.8;1.7;
DEN;Donnell Harvey;22;68;14.8;11.7;1.6;1.3;
DAL;Raef LaFrentz;26;43;11.3;5.3;1.1;4.2;
NJN;Aaron Williams;31;56;11.8;9;0.9;2.7;
MIA;Vladimir Stepania;26;82;20.1;2.7;1.5;2;
CHI;Eddy Curry;20;47;12.4;4.4;0.6;2.9;
DEN;Rodney White;22;13;7.9;15;1.5;1.6;
DET;Michael Curry;34;26;4.8;10.8;1.6;0.2;
HOU;Glen Rice;35;94;5.8;7.3;0.8;0.2;
PHI;Greg Buckner;26;78;8.4;10.1;2.5;0.8;
MIA;Rasual Butler;23;96;7.1;11.4;0.8;2.2;
BOS;J.R. Bremer;22;38;5.5;19.2;1.3;0.2;
NOH;George Lynch;32;20;13.7;11;2.4;0.9;
ATL;Alan Henderson;30;1;15.2;4.5;1.2;1.5;
MEM;Stromile Swift;23;31;14.6;5;1.9;4.8;
DET;Jon Barry;33;71;7.2;25.5;2.4;0.7;
TOR;Vince Carter;26;32;7.3;20.4;1.7;2;
UTA;Mark Jackson;37;97;7.3;40.5;1.8;0.2;
NYK;Charlie Ward;32;54;7.1;32.9;2.8;0.5;
SAS;Manu Ginobili;25;83;6.5;15.8;3.6;0.8;
DET;Chucky Atkins;28;21;4.1;22.4;1.1;0.2;
PHI;Kenny Thomas;25;69;16.5;8.4;1.7;1.2;
WAS;Bryon Russell;32;63;8.9;8.2;2.7;0.4;
CLE;Dajuan Wagner;19;95;3.3;16.8;1.4;0.4;
PHI;Brian Skinner;26;59;15.6;2.2;1.8;3;
DEN;Vincent Yarbrough;21;11;6.8;16.8;2.2;1.9;
LAC;Marko Jaric;24;5;6.6;23.8;3.7;0.6;
HOU;Maurice Taylor;26;63;10;8.8;0.9;1.1;
HOU;Moochie Norris;29;82;6.7;23.2;2.2;0.2;
DAL;Adrian Griffin;28;49;10.6;11;2.9;0.3;
LAC;Michael Olowokandi;27;58;13.6;5.9;0.7;4.1;
LAC;Quentin Richardson;22;22;11.6;6.7;1.3;0.5;
TOR;Jelani McCoy;25;12;14.8;5.5;1.1;3.1;
DET;Mehmet Okur;23;94;14.5;9.5;1;2.1;
MEM;Earl Watson;23;55;6.7;25.7;3.4;0.7;
SEA;Reggie Evans;22;4;19.2;3.7;1.5;0.6;
NOH;Courtney Alexander;25;74;5;9.8;1.2;0.3;
LAC;Eric Piatkowski;32;99;6.5;9.1;1.3;0.5;
CHI;Eddie Robinson;26;7;8.2;7.7;2.3;0.7;
LAC;Sean Rooks;33;7;9.1;8.2;1.3;2.3;
MEM;Drew Gooden;21;56;12.5;8.3;1.5;1.1;
ORL;Andrew DeClercq;29;44;14.6;6.2;1.5;2;
GSW;Earl Boykins;26;84;3.5;26.8;1.5;0.2;
UTA;Scott Padgett;26;48;12.5;10.8;1.7;1.4;
DEN;Nikoloz Tskitishvili;19;86;8;11.6;1.2;1.8;
POR;Damon Stoudamire;29;24;7.1;24.5;1.6;0.3;
TOR;Michael Bradley;23;56;17.7;8.4;0.7;1.7;
POR;Jeff McInnis;28;71;4.5;21.3;0.9;0.1;
SAC;Jim Jackson;32;7;10.7;13.6;1.2;0.2;
GSW;Mike Dunleavy;22;40;8.7;12.6;2.1;1;
NJN;Rodney Rogers;31;85;11.5;13.8;2;1.8;
POR;Zach Randolph;21;76;15.9;5.7;1.7;0.8;
IND;Erick Strickland;29;87;6.4;27.2;1.6;0.4;
MEM;Mike Batiste;25;40;11.6;6.9;1.7;0.9;
HOU;Kelvin Cato;28;89;19.8;2.6;1.6;4.9;
LAL;Samaki Walker;26;82;16.7;7.5;0.8;3.2;
MIN;Gary Trent;28;25;13.5;10;1.4;1.4;
POR;Arvydas Sabonis;38;6;16.7;19.3;2.7;3.1;
SEA;Ray Allen;27;8;8;27.3;2.1;0.2;
MEM;Gordan Giricek;25;75;5.1;10;1;0.3;
SAC;Hedo Turkoglu;23;47;8.6;10.9;1.1;0.7;
DAL;Raja Bell;26;23;6.8;6.8;2.3;0.5;
MIL;Ervin Johnson;35;78;14.7;2.9;1.5;4;
BOS;Shammond Williams;27;37;5.3;19.3;2.8;0.2;
DAL;Walt Williams;32;32;9.8;7.4;1.9;1.7;
PHO;Casey Jacobsen;21;57;4.1;9.8;1.6;0.4;
GSW;Bob Sura;29;24;7.9;23.9;2;0.1;
MIL;Kevin Ollie;30;34;5.1;24.3;1.7;0.3;
MIN;Joe Smith;27;79;13.7;5.1;0.7;3.5;
DAL;Eduardo Najera;26;41;11.1;6.2;1.9;1.5;
CLE;Smush Parker;21;100;6;24.7;2.2;0.8;
MIL;Gary Payton;34;38;4.6;33.8;2;0.5;
NYK;Michael Doleac;25;37;12.3;6.6;0.8;1.1;
MIN;Marc Jackson;28;48;12.2;5.4;1.2;2.1;
SAS;Steve Smith;33;18;5.6;10.9;1.4;0.6;
MIA;Eddie House;24;52;5.7;16.6;2.3;0.1;
ORL;Jeryl Sasser;23;18;10.3;9.3;2.3;0.9;
DEN;Ryan Bowen;27;83;9.2;9.3;3.4;2.3;
TOR;Rafer Alston;26;50;6.2;34;2.1;1.1;
LAC;Keyon Dooling;22;12;4.2;15.7;1.3;0.4;
ORL;Gordan Giricek;25;45;7.7;11.7;1.6;0.2;
MIN;Rod Strickland;36;3;5.6;33.3;2.5;0.5;
SAS;Steve Kerr;37;86;3.7;11.9;1.5;0.2;
MIL;Desmond Mason;25;88;11.6;12.1;1.1;0.9;
PHO;Jake Voskuhl;25;3;13.4;5.7;1;2.3;
CLE;DeSagana Diop;21;83;12.8;6.9;1.8;6.1;
BOS;Vin Baker;31;27;11.9;5.3;1.2;2.5;
MEM;Brevin Knight;27;4;4.9;38;3.9;0.1;
ATL;Darvin Ham;29;99;9.4;6.4;0.9;1.4;
MIA;Anthony Carter;27;16;5.3;37.9;2.7;0.4;
DEN;Chris Andersen;24;81;17.6;6.3;1.7;5.3;
LAL;Brian Shaw;36;41;7.4;17.3;1.8;1;
MIL;Jason Caffey;29;15;11.5;6.7;1.1;1.2;
DEN;Mark Blount;27;71;12;7;1.3;4.6;
POR;Antonio Daniels;27;65;5;14.9;2;0.8;
DEN;James Posey;26;44;9.7;16.5;1.8;0.5;
LAL;Kareem Rush;22;45;6.1;11.7;0.6;0.9;
PHO;Scott Williams;34;55;12.5;4.1;1.6;1.8;
NOH;Stacey Augmon;34;45;8;12.5;1.7;0.8;
CLE;Tyrone Hill;34;91;17.5;6;1.9;1.6;
NOH;Robert Traylor;25;8;17.9;9.7;2.8;3.1;
ORL;Grant Hill;30;17;14;25.6;1.7;1.1;
NJN;Anthony Johnson;28;43;5.3;16.7;2.3;0.4;
SAS;Kevin Willis;40;90;15.6;4.9;1.3;1.7;
CHI;Corie Blount;34;28;13.5;8.9;2;1.7;
IND;Jonathan Bender;22;80;9.1;8.6;0.5;5;
PHI;Todd MacCulloch;27;31;14.2;4.1;1.2;3.1;
CHI;Marcus Fizer;24;54;14.8;11.2;0.9;1.5;
CLE;Chris Mihm;23;79;16;6;1.1;3.3;
LAC;Melvin Ely;24;62;12.3;3.1;0.7;2.8;
IND;Jeff Foster;26;45;19.5;9.8;1.8;1.9;
UTA;Tony Massenburg;35;88;11.9;3.6;1.2;1.9;
MIA;LaPhonso Ellis;32;50;11.6;3.5;1;1.5;
CHI;Fred Hoiberg;30;11;9.7;13;2.6;0.5;
ORL;Pat Burke;29;65;10.7;4.9;1.3;2.3;
LAL;Mark Madsen;27;86;11.5;7.1;1;1.8;
SEA;Kevin Ollie;30;94;6.3;23;2.3;0.1;
SEA;Jerome James;27;91;16.6;6.1;0.9;8.4;
DEN;Chris Whitney;31;27;3.5;29.2;1.2;0.1;
MIL;Dan Gadzuric;24;64;15.2;1.8;1.5;5.1;
UTA;DeShawn Stevenson;21;65;6.8;9.1;1.6;0.8;
NJN;Brian Scalabrine;24;25;11.1;9.9;1.2;1.9;
DEN;Shammond Williams;27;29;5;35.3;1.2;0.3;
SAC;Damon Jones;26;39;5.3;16;1.3;0.4;
SEA;Kenny Anderson;32;13;7.4;30.3;3.2;0.1;
NOH;Elden Campbell;34;62;12;10.5;1.9;3.3;
HOU;Juaquin Hawkins;29;54;6.6;10.9;2.3;0.6;
CHI;Lonny Baxter;24;80;13.4;3.8;0.7;2.3;
TOR;Lindsey Hunter;32;68;5;18.8;2.8;0.5;
BOS;Kedrick Brown;21;91;11.9;5.1;2.7;1.5;
TOR;Chris Jefferies;22;77;5;5.4;1.5;1.7;
LAC;Cherokee Parks;30;92;11.5;5.5;1.3;2.2;
WAS;Juan Dixon;24;3;6.6;11.3;2.2;0.3;
NOH;Jerome Moiso;24;89;16.1;5.8;1.6;4.9;
IND;Austin Croshere;27;60;13.7;14.9;0.5;1.5;
HOU;Terence Morris;24;76;11.7;6.8;0.7;1.9;
LAL;Stanislav Medvedenko;23;32;12.8;4.9;0.9;0.9;
DEN;Marcus Camby;28;39;19.7;14.4;1.7;5.2;
SAS;Danny Ferry;36;21;7.2;5.3;0.6;1;
HOU;Kenny Thomas;25;90;13.5;11.6;1.5;0.7;
SEA;Calvin Booth;26;18;11.2;3.3;1;4.5;
LAC;Tremaine Fowlkes;26;61;10.2;6.5;2.3;0.2;
SAC;Gerald Wallace;20;29;12;6.1;2.1;1.7;
MIL;Joel Przybilla;23;23;15.5;3;1;6.1;
ORL;Drew Gooden;21;100;16.8;6.6;1.4;1.8;
PHO;Jake Tsakalidis;23;88;12.7;3.7;0.6;2.3;
PHO;Dan Langhi;25;96;9.1;6.4;1.5;0.8;
TOR;Greg Foster;34;82;10.8;3.8;0.1;1.2;
BOS;Mark Blount;27;82;13.7;6.8;2;2.6;
CLE;Bimbo Coles;34;88;5.2;16.6;1.1;0.6;
ATL;Dan Dickau;24;86;4.8;28.3;1.4;0.3;
NJN;Dikembe Mutombo;36;85;17;5.8;0.4;5.4;
WAS;Charles Oakley;39;7;12.3;11.7;1.4;0.9;
WAS;Etan Thomas;24;85;19;1;0.8;3.4;
PHI;John Salmons;23;32;6.9;14.3;1.8;0.9;
PHI;Tyrone Hill;34;75;14.7;2.7;1.6;1.1;
BOS;Grant Long;36;51;9.6;8.2;1;0.2;
DET;Zeljko Rebraca;30;80;11.2;3.6;0.7;2.6;
MIA;Sean Lampley;23;23;9.8;11.3;0.8;0.5;
LAC;Chris Wilcox;20;9;12.3;7.8;0.8;1.8;
UTA;John Amaechi;32;67;9.8;6.8;1.6;1.1;
SAS;Speedy Claxton;24;2;6.9;26.9;2.5;1;
SEA;Ansu Sesay;26;83;9.6;8.1;1.7;0.9;
PHO;Tom Gugliotta;33;29;12.6;11.1;1.6;0.8;
ORL;Steven Hunter;21;99;11.9;2.2;1;5.9;
NOH;Kenny Anderson;32;4;5.9;29;2.2;0.6;
ATL;Nazr Mohammed;25;88;16.5;2.4;1.9;3.3;
MIL;Marcus Haislip;22;97;7;3.3;0.8;3;
NOH;Robert Pack;33;56;6.7;30;3.1;0;
DET;Tayshaun Prince;22;89;6.1;9.9;1.3;2.4;
DAL;Avery Johnson;37;3;4;22.8;1.8;0.2;
UTA;Jarron Collins;24;80;8.6;5.2;0.6;1.1;
DEN;Kenny Satterfield;21;35;4.9;22.5;2.3;0.4;
LAC;Wang Zhizhi;25;67;10.6;4.3;1;1.7;
NYK;Lee Nailon;27;38;10.1;11.9;0.8;0.5;
SEA;Vitaly Potapenko;27;35;13;1.6;1.2;1.6;
WAS;Bobby Simmons;22;49;12;8.9;1.4;0.6;
TOR;Mamadou N'Diaye;27;70;12.8;3.2;1.2;6.2;
ATL;Mike Wilks;23;15;6.4;18.1;2.3;0.2;
MEM;Mike Miller;22;87;8.6;15.6;0.9;1;
MIN;Loren Woods;24;6;15.2;7.5;1.5;2.6;
LAL;Jannero Pargo;23;34;6.1;17.1;2;0.4;
ATL;Emanual Davis;34;22;7.2;17;1.9;0.4;
POR;Qyntel Woods;21;96;9.6;6.2;2.4;0.2;
DET;Hubert Davis;32;23;6.5;15.1;0.8;0;
SAC;Scot Pollard;27;65;17.5;2.7;2;3.1;
MIN;Mike Wilks;23;50;5.2;21;1.8;0.7;
ORL;Ryan Humphrey;23;93;12.3;3.2;0.6;3.7;
WAS;Jared Jeffries;21;27;11.7;9;1.5;1.3;
ORL;Chris Whitney;31;95;4.1;11.3;2.1;0.3;
UTA;Carlos Arroyo;23;14;5.5;33.1;2.2;0.3;
NYK;Travis Knight;28;39;12.7;7.4;1.5;2.3;
TOR;Jermaine Jackson;26;98;5;21.1;1.7;0.7;
PHI;Monty Williams;31;84;9.6;15;2.3;1.4;
NJN;Tamar Slay;22;92;6.5;8.6;2.7;0.8;
ATL;Jermaine Jackson;26;76;6.7;19.8;1.9;0.8;
PHO;Randy Brown;34;8;5.6;19.2;3.4;0.6;
GSW;Chris Mills;33;48;10.2;13.4;1.4;0.8;
DEN;Predrag Savovic;26;1;5.7;15.1;2.9;0.3;
CLE;Michael Stewart;27;68;12.3;3.6;0.4;4.2;
MIN;Igor Rakocevic;24;76;3.9;19;0.9;0;
GSW;Jiri Welsch;23;41;6.4;16.6;1.7;0.6;
WAS;Jahidi White;26;81;18.8;1.4;0.2;3.9;
SAC;Lawrence Funderburke;32;72;12.9;5.2;0.2;3.2;
GSW;Danny Fortson;26;34;17.4;7.9;2.1;0;
MIA;Sean Marks;27;65;9.1;2.3;1.2;2.1;
DAL;Popeye Jones;32;39;14.6;5.2;1.2;0.3;
DAL;Tariq Abdul-Wahad;28;19;10.8;15.4;1.5;1.1;
CHI;Rick Brunson;30;97;5.4;29;2.6;1.1;
LAL;Tracy Murray;31;1;6.7;9.5;1.3;1.1;
SEA;Elden Campbell;34;58;12.5;7.6;2.7;3.4;
DEN;John Crotty;33;42;4.9;26.7;0.9;0;
BOS;Bimbo Coles;34;68;3.6;16.5;1.8;0;
CLE;Tierre Brown;23;91;10;41.6;4;0;
NYK;Frank Williams;22;55;6.3;29.4;2.2;0.9;
MIA;Ken Johnson;24;37;11.8;0;0.4;6;
ATL;Corey Benjamin;24;36;11.6;10.4;0.3;0.9;
ORL;Olumide Oyedeji;21;85;19.7;5.1;1.8;1.5;
PHI;Efthimi Rentzias;27;29;10.6;8;2.2;1.1;
MIN;Reggie Slater;32;23;12.5;4.7;2.2;0.5;
BOS;Bruno Sundov;22;51;11.5;8.8;2.3;1.7;
DAL;Evan Eschmeyer;27;42;11.8;5.9;3.8;3.9;
PHI;Art Long;30;50;17.9;2.5;0.8;4.8;
IND;Tim Hardaway;36;43;6.6;32.1;3.7;0;
MEM;Ryan Humphrey;23;57;13.8;4.9;2.1;1.1;
IND;Fred Jones;23;27;4.4;6.7;2.7;0.6;
TOR;Damone Brown;23;73;7.4;4.2;0.5;0;
CHI;Roger Mason;22;50;5.9;16.3;1.8;0;
IND;Primoz Brezec;23;7;11.6;6;0.9;2.6;
GSW;Oscar Torres;26;60;5.9;4.4;1.9;1.2;
NJN;Chris Childs;35;78;2.7;22.2;4;0.7;
TOR;Maceo Baston;27;5;12.4;0;2;7.3;
HOU;Jason Collier;25;80;16.1;1.8;1;0.7;
ATL;Matt Maloney;31;57;3.9;25.8;2;0;
